2010,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12480701
2010,91800,920001,1230,231700,Retribuciones totales fijas de funcionarios,2710693
2010,91800,920001,2120,231700,Conservación y reparación de edificios,43900
2010,91800,920001,2150,231700,Conservación y reparación de bienes muebles,8000
2010,91800,920001,2200,231700,Material de oficina,3000
2010,91800,920001,2202,231700,Suscripciones,1000
2010,91800,920001,2210,231700,Alimentación,147500
2010,91800,920001,2214,231700,Material de cocina,2000
2010,91800,920001,2215,231700,Fármacos y asistencia sanitaria,1300
2010,91800,920001,2219,231700,Material didáctico,11800
2010,91800,920001,2220,231700,Comunicaciones,6985
2010,91800,920001,2230,231700,Gastos de transporte,2000
2010,91800,920001,2269,231700,Otros gastos diversos,6400
2010,91800,920001,2269,231702,Gastos de tiempo libre,3300
2010,91800,920001,2271,231700,Servicios de desinfección,2300
2010,91800,920001,2279,231700,Arrendamiento de servicios,31900
2010,91800,920001,2280,231700,"Agua, gas y electricidad",84000
2010,91800,920001,2281,231700,Calefacción,43000
2010,91800,920001,2284,231700,Productos de limpieza y aseo,33220
2010,91800,920001,2285,231700,Vestuario y calzado,10400
2010,91800,920001,2289,231700,Lencería,10000
2010,91800,920002,7609,231400,(**) Otras actuaciones para la tercera edad,800000
2010,91830,920002,1230,231400,Retribuciones totales fijas de funcionarios,4361542
2010,91830,920002,1300,231400,Retribuciones del personal laboral fijo,23203
2010,91830,920002,2120,231400,Conservación y reparación de edificios,74015
2010,91830,920002,2150,231400,Conservación y reparación de bienes muebles,19000
2010,91830,920002,2200,231400,Material de oficina,11000
2010,91830,920002,2202,231400,Suscripciones,9000
2010,91830,920002,2210,231400,Alimentación,336630
2010,91830,920002,2214,231400,Material de cocina,4000
2010,91830,920002,2215,231400,Fármacos y asistencia sanitaria,12000
2010,91830,920002,2216,231400,Material clínico,7000
2010,91830,920002,2220,231400,Comunicaciones,12987
2010,91830,920002,2230,231400,Gastos de transporte,3000
2010,91830,920002,2269,231400,Gastos diversos,11000
2010,91830,920002,2270,231400,Servicios de lavandería,197000
2010,91830,920002,2271,231400,Servicios de desinfección,14000
2010,91830,920002,2279,231400,Arrendamiento de servicios,32000
2010,91830,920002,2280,231400,"Agua, gas y electricidad",171000
2010,91830,920002,2281,231400,Calefacción,128000
2010,91830,920002,2284,231400,Productos de limpieza y aseo,71825
2010,91830,920002,2285,231400,Vestuario y calzado,14000
2010,91830,920002,2289,231400,Lencería,6400
2010,91800,920003,1230,231300,Retribuciones totales fijas de funcionarios,3265008
2010,91800,920003,2020,231300,Alquiler de local para atención de personas con discapacidad,40000
2010,91800,920003,2120,231300,Conservación y reparación de edificios,44200
2010,91800,920003,2150,231300,Conservación y reparación de bienes muebles,13200
2010,91800,920003,2200,231300,Material de oficina,4080
2010,91800,920003,2202,231300,Suscripciones,1500
2010,91800,920003,2210,231300,Alimentación,165000
2010,91800,920003,2214,231300,Material de cocina,400
2010,91800,920003,2215,231300,Fármacos y asistencia sanitaria,4400
2010,91800,920003,2216,231300,Material sanitario,5950
2010,91800,920003,2219,231300,Material didáctico,400
2010,91800,920003,2220,231300,Comunicaciones,15907
2010,91800,920003,2230,231300,Gastos de transporte,4500
2010,91800,920003,2269,231300,Gastos de tiempo libre,2800
2010,91800,920003,2271,231300,Servicios de limpieza,61200
2010,91800,920003,2271,231302,Servicios de desinfección,1320
2010,91800,920003,2279,231300,Arrendamiento de servicios,17800
2010,91800,920003,2279,231302,Servicio de asistencia piscina,96000
2010,91800,920003,2280,231300,"Agua, gas y electricidad",184800
2010,91800,920003,2281,231300,Calefacción,53900
2010,91800,920003,2284,231300,Productos de limpieza y aseo,62050
2010,91800,920003,2285,231300,Vestuario y calzado,4400
2010,91800,920003,2289,231300,Lencería,11390
2010,91800,920003,2289,231302,Gastos varios,13840
2010,91800,920003,7819,231300,(**) Subvención a ADACEN: elaboración del proyecto de nuevo edificio en Orcoyen,30000
2010,91820,920004,1230,231000,Retribuciones totales fijas de funcionarios,651036
2010,91820,920004,2279,231300,Gestión de centros de personas con discapacidad,26479000
2010,91820,920004,2279,231303,Gestión de centros de enfermedad mental,4495000
2010,91820,920004,2279,231400,Gestión de centros de mayores,52994000
2010,91820,920004,6020,231000,Obras en otros centros propios,418000
2010,91820,920004,6020,231300,Inversiones en centros propios de personas con discapacidad,376000
2010,91820,920004,6020,231302,Inversiones en centros propios de enfermedad mental,1
2010,91820,920004,6020,231303,Plan Navarra 2012-1. Centro de atención integral de discapacidad Las Hayas de Sarriguren,6741197
2010,91820,920004,6020,231304,Plan Navarra 2012-7. Centro de atención integral de discapacidad Oncineda de Estella,1831817
2010,91820,920004,6020,231305,Plan Navarra 2012-3. Residencia-hogar salud mental de Sarriguren,117000
2010,91820,920004,6020,231306,Plan Navarra 2012-4. Residencia-hogar salud mental de Pamplona,1700000
2010,91820,920004,6020,231400,Inversiones en centros propios de mayores,220000
2010,91820,920004,6020,231700,Inversiones en centros propios de infancia y juventud,250000
2010,91820,920004,6020,231702,Plan Navarra 2012-8. Centro de menores Ilundáin,1887500
2010,91820,920004,6059,231002,Mobiliario y equipos en centros propios,345000
2010,91820,920004,6059,231302,Plan Navarra 2012-3. Residencia-hogar salud mental de Sarriguren. Equipamiento,479290
2010,91820,920004,6059,231303,Plan Navarra 2012-7. Centro de atención integral de discapacidad Oncineda de Estella. Equipamiento,393312
2010,91820,920004,6059,231304,Plan Navarra 2012-1. Centro de atención integral discapacidad Las Hayas de Sarriguren. Equipamiento,52200
2010,91820,920004,6059,231700,Plan Navarra 2012-8. Centro de menores Ilundáin. Equipamiento,800000
2010,91820,920004,7609,231400,(**) Nuevo centro jubilados Burlada,300000
2010,91810,920005,1230,231000,Retribuciones totales fijas de funcionarios,1533929
2010,91810,920005,1300,231000,Retribuciones del personal laboral fijo,36220
2010,91810,920005,1400,231000,Retribuciones del personal adscrito,44593
2010,91810,920005,2279,231000,Gestión del programa de transporte adaptado y asistido,424000
2010,91810,920005,4609,231502,Gastos de servicios especializados del Centro Base de Tudela,30000
2010,91810,920005,4709,231300,Convenio con Tasubinsa para centros ocupacionales para personas con discapacidad,3400000
2010,91810,920005,4709,231302,Convenio con Elkarkide para centros ocupacionales para personas con enfermedad mental,1010402
2010,91810,920005,4709,231303,Convenio con Tasubinsa-Elkarkide para el centro ocupacional de Tudela para personas con enfermedad mental,189780
2010,91810,920005,4809,231000,Subvención de comedores,60000
2010,91810,920005,4809,231002,(**) Ayudas a familias con enfermos celíacos,230000
2010,91810,920005,4809,231003,(**) Ayudas técnicas y a la movilidad de personas dependientes,400001
2010,91810,920005,4809,231406,(**) Subvención para programas de termalismo en balnerarios de Navarra,400000
2010,91810,920005,4819,231000,"Fondo 0,7% IRPF. Acciones de voluntariado",125000
2010,91810,920005,4819,231002,(**) Subvención al teléfono de la esperanza,60000
2010,91810,920005,4819,231003,"(**) DYA Subvención nuevo programa piloto zona Estella, ""Nos movemos contigo"" de transporte y acompañamiento",140000
2010,91810,920005,4819,231300,Subvenciones para funcionamiento de entidades del área de personas con discapacidad,1380490
2010,91810,920005,4819,231302,Subvenciones para centros de enfermos VIH. Hogar Zoe,159103
2010,91810,920005,4819,231303,(**) Convenio accesibilidad total ASORNA-EUNATE,140000
2010,91810,920005,4819,231304,Convenio con Uxane para personas con parálisis cerebral y otras enfermedades afines,158495
2010,91810,920005,4819,231305,Convenio con el Molino para centro ocupacional para personas con discapacidad intelectual,132500
2010,91810,920005,4819,231306,(**) Convenio Cormin: programa de atención a personas con discapacidad,100000
2010,91810,920005,4819,231307,Programas de vacaciones para personas con discapacidad,230000
2010,91810,920005,4819,231308,Convenio con la Residencia Javier,860508
2010,91810,920005,4819,231309,Convenio con ANFAS: programa de viviendas,251000
2010,91810,920005,4819,231310,Programas de entidades del área de personas con discapacidad,50019
2010,91810,920005,4819,231311,Convenio con UGT y CCOO para el desarrollo de la Ley de Servicios Sociales y contratación de personas con discapacidad,200000
2010,91810,920005,4819,231313,(**) Ayuda extraordinaria ANFAS,300000
2010,91810,920005,4819,231314,"Fondo 0,7% IRPF. Programas de entidades del área de personas con discapacidad",804295
2010,91810,920005,4819,231400,(**) Subvención congreso LARES,14000
2010,91810,920005,4819,231402,Subvenciones para funcionamiento de asociaciones y clubes de jubilados,1185700
2010,91810,920005,4819,231403,Centro de Recursos de Cruz Roja,60000
2010,91810,920005,4819,231404,Subvenciones para programas de asociaciones y clubes de jubilados,400000
2010,91810,920005,7819,231000,"(**) DYA Subvención inversiones nuevo programa piloto zona Estella, ""Nos movemos contigo"" de transporte y acompañamiento",60000
2010,91810,920005,7819,231302,Renovación de la flota de transporte adaptado y asistido,1
2010,91810,920005,7819,231402,Ayudas técnicas del programa con Cruz Roja,1
2010,91830,920006,1230,231400,Retribuciones totales fijas de funcionarios,883078
2010,91830,920006,1400,231400,Retribuciones del personal adscrito,30435
2010,91830,920006,2279,231400,Contrato del servicio telefónico de emergencia,800000
2010,91830,920006,2279,231402,Servicio de cortesía,315000
2010,91830,920006,4809,231000,Ayudas vinculadas a servicio,3700000
2010,91830,920006,4809,231302,Ayudas periódicas para personas con discapacidad,400000
2010,91830,920006,4809,231303,Ayudas de integración familiar y social de personas con discapacidad,360000
2010,91830,920006,4809,231402,(**) Ayudas para la atención de servicios personales,25092852
2010,94000,930000,1000,232200,Retribuciones de altos cargos,60112
2010,94000,930000,1230,232200,Retribuciones totales fijas de funcionarios,302405
2010,94000,930000,1310,232200,Retribuciones del personal contratado temporal,10000
2010,94000,930000,1312,232200,Retribuciones del personal contratado para sustituciones,10543
2010,94000,930000,1313,232200,Retribuciones del personal contratado para cubrir vacantes,1
2010,94000,930000,1600,232200,Seguridad social,84713
2010,94000,930000,1702,232200,Horas extraordinarias,500
2010,94000,930000,2020,232200,Arrendamiento de edificios,24700
2010,94000,930000,2120,232200,Reparación y conservación de edificios e instalaciones,2000
2010,94000,930000,2200,232200,Material de oficina,7462
2010,94000,930000,2202,232200,Suscripciones y archivo documental,18460
2010,94000,930000,2220,232200,Comunicaciones,6000
2010,94000,930000,2261,232200,Atenciones protocolarias,2000
2010,94000,930000,2264,232200,Gastos de comunidad,3308
2010,94000,930000,2269,232200,Otros gastos diversos,15990
2010,94000,930000,2271,232200,Servicio de limpieza,18656
2010,94000,930000,2280,232200,"Energía, electricidad y agua",5960
2010,94000,930000,2300,232200,Dietas,400
2010,94000,930000,2301,232200,Locomoción y gastos de viaje,9000
2010,94000,930000,6059,232200,Otro mobiliario y equipo,10538
2010,94000,930000,6081,232200,Adquisición de fondos bibliográficos,650
2010,94000,930001,1000,232200,Retribuciones de altos cargos,62844
2010,94000,930001,1230,232200,Retribuciones totales fijas de funcionarios,40356
2010,94000,930001,1400,232200,Retribuciones del personal adscrito,40316
2010,94000,930001,2269,232200,Desarrollo y actuaciones del Plan de igualdad de oportunidades,400000
2010,94000,930001,2269,232202,Actuaciones para la conciliación,90000
2010,94000,930001,2269,232300,"Programas de prevención y sensibilización ""Violencia de género""",60000
2010,94000,930001,4455,232200,Convenios de colaboración con la Universidad Pública de Navarra,21577
2010,94000,930001,4459,232200,Convenios de colaboración con colegios de abogados de Navarra para la atención jurídica,170000
2010,94000,930001,4609,232200,Transferencias a entidades locales para impulso de políticas de igualdad,600000
2010,94000,930001,4709,232200,Transferencias para planes de igualdad en organizaciones,140000
2010,94000,930001,4809,232200,Transferencias para becas y proyectos de investigación,25920
2010,94000,930001,4819,232200,Transferencias a asociaciones de mujeres y otras entidades,225000
2010,95000,940000,1000,336100,Retribuciones de altos cargos,60112
2010,95000,940000,1230,336100,Retribuciones totales fijas de funcionarios,70091
2010,95000,940000,1600,336100,Seguridad social,425319
2010,95000,940000,2261,336100,Atenciones protocolarias y de representación,4000
2010,95300,940000,1230,336100,Retribuciones totales fijas de funcionarios,332152
2010,95300,940000,1310,336100,Retribuciones del personal contratado temporal,58061
2010,95300,940000,1312,336100,Retribuciones del personal contratado para sustituciones,79984
2010,95300,940000,1313,336100,Retribuciones del personal contratado para cubrir vacantes,1
2010,95300,940000,1702,336100,Horas extraordinarias,800
2010,95300,940000,1703,336100,Remuneración por trabajo en días festivos,21600
2010,95300,940000,1705,336100,Complemento por trabajo en turnos de noche,500
2010,95300,940000,1709,336100,Otras retribuciones variables,16500
2010,95300,940000,2020,336100,Arrendamientos,4000
2010,95300,940000,2120,336100,Actuaciones en la sede central,10000
2010,95300,940000,2160,336100,Mantenimiento del hardware de equipos informáticos y de telecomunicaciones,4000
2010,95300,940000,2190,336100,Mantenimiento y reparación de otros equipamientos generales,6000
2010,95300,940000,2220,336100,Servicio de telecomunicaciones,35000
2010,95300,940000,2230,336100,Gastos de transporte,1600
2010,95300,940000,2264,336100,Gastos de comunidad,21000
2010,95300,940000,2266,336100,"Conferencias, cursos y reuniones",3000
2010,95300,940000,2269,336100,Gastos diversos,50000
2010,95300,940000,2269,336103,Actividades propias de la Secretaría General,10000
2010,95300,940000,2271,336100,Limpieza,40000
2010,95300,940000,2273,336100,Soporte de primer nivel,22000
2010,95300,940000,2276,336100,Estudios y trabajos técnicos,12000
2010,95300,940000,2279,336100,Otros trabajos generales de terceros,15000
2010,95300,940000,2280,336100,Agua y electricidad,21000
2010,95300,940000,2285,336100,Vestuario,2000
2010,95300,940000,2300,336100,Dietas,5000
2010,95300,940000,2301,336100,Locomoción y gastos de viaje,20000
2010,95300,940000,2330,336100,Indemnizaciones por trabajos realizados,6000
2010,95300,940000,4609,336100,Instalaciones transferidas al Ayuntamiento de Tudela,60000
2010,95300,940000,4809,336100,Indemnizaciones por responsabilidad patrimonial,1000
2010,95300,940000,6050,336100,"Mobiliario, equipo de oficina y material técnico",11000
2010,95300,940000,6060,336100,Equipos para procesos de información,10000
2010,95300,940000,6090,336100,Aplicaciones informáticas,1
2010,95400,940001,1230,336100,Retribuciones totales fijas de funcionarios,192327
2010,95400,940001,2120,336100,Reformas en centros propios,50000
2010,95400,940001,2269,336100,Actividades propias de infraestructuras,70000
2010,95400,940001,6021,336100,Construcciones y obras propias,450000
2010,95400,940001,6021,336102,Plan Navarra 2012-34. Pabellón Polideportivo de Navarra,28731461
2010,95400,940001,7609,336102,(**) Otras instalaciones deportivas,250000
2010,95400,940001,7609,336104,(**) Actuaciones especiales en instalaciones deportivas de entidades locales,3146000
2010,95400,940001,7609,336105,(**) Otras actuaciones en instalaciones deportivas de entidades locales,150000
2010,95400,940001,7819,336102,"Recuperación, marcaje y mejora de los senderos de montaña",80000
2010,95100,940002,1000,336100,Retribuciones de altos cargos,58683
2010,95100,940002,1230,336100,Retribuciones totales fijas de funcionarios,493607
2010,95100,940002,2212,336100,"Centros de deporte: conservación, mantenimiento y suministros",1000000
2010,95100,940002,2269,336100,Actividades propias para la práctica deportiva,1000
2010,95100,940002,2269,336102,Actuaciones de patrocinio deportivo,3168525
2010,95100,940002,4809,336100,Ayudas a la actividad y al fomento del deporte,50000
2010,95100,940002,6059,336100,Equipamiento de las instalaciones de deporte,40000
2010,95110,940002,1230,336100,Retribuciones totales fijas de funcionarios,239244
2010,95110,940002,2269,336100,Actividades propias del deporte,208000
2010,95110,940002,2269,336102,Juegos Deportivos de Navarra,1200000
2010,95110,940002,4609,336100,Ayudas para actividades deportivas de entidades locales,450000
2010,95110,940002,4609,336102,Campaña escolar de esquí con los Ayuntamientos de Isaba y Ochagavía,705000
2010,95110,940002,4609,336103,Campaña escolar de patinaje sobre hielo con el Ayuntamiento de Huarte,25000
2010,95110,940002,4609,336104,Campaña escolar en la naturaleza con el Consorcio Turístico de Bértiz,170000
2010,95110,940002,4811,336100,Programa de deporte escolar,100000
2010,95110,940002,4819,336100,Campaña escolar de vela con la Federación Navarra de Vela,222525
2010,95110,940002,4819,336102,(**) Convenio AEDONA,300000
2010,95110,940002,4819,336104,Fundación para el remonte,60000
2010,95110,940002,4819,336107,Voluntariado Deportivo (ASVONA),6000
2010,95110,940002,4819,336108,Ente de Promoción Deportiva Trofeo Boscos,40000
2010,95120,940002,1230,336100,Retribuciones totales fijas de funcionarios,270065
2010,95120,940002,2269,336100,Actividades propias para la cooperación deportiva,260000
2010,95120,940002,2269,336103,Intercambios deportivos,15000
2010,95120,940002,4400,336100,Transferencias para el Circuito de Navarra de Los Arcos,350000
2010,95120,940002,4819,336100,Subvenciones a federaciones y centros de tecnificación,2500000
2010,95120,940002,4819,336102,Fundación Miguel Induráin,285000
2010,95120,940002,4819,336103,Acuerdo de colaboración con FIP (Federación Internacional de Pelota),110000
2010,95120,940002,4819,336104,Ordenación del fútbol base de Navarra,300000
2010,95120,940002,4819,336105,(**) Unión Ciclista Navarra,101000
2010,95120,940002,4819,336106,Indumentaria de las selecciones de Navarra,100000
2010,95120,940002,4819,336108,Apoyo a la organización de acontecimientos deportivos,200000
2010,95120,940002,4819,336109,Entidades deportivas. Acuerdos y ayudas,2235000
2010,95120,940002,4819,336110,(**) Federaciones Deportivas,50000
2010,95120,940002,7819,336100,Equipamiento de las federaciones deportivas,45000
2010,95130,940002,1230,336100,Retribuciones totales fijas de funcionarios,331170
2010,95130,940002,2269,336100,Atención médica a deportistas,108000
2010,95130,940002,2269,336102,Actividades propias de formación e investigación,70000
2010,95130,940002,2279,336100,Formación de monitores deportivos y directivos de clubes,50000
2010,95130,940002,4809,336100,Becas para la investigación deportiva,29500
2010,95130,940002,6057,336100,Equipos médicos,5500
2010,95300,940003,2269,336100,Consejo Navarro del Deporte,4500
2010,95300,940003,2269,336102,Comité de Justicia Deportiva de Navarra,30000
2010,95300,940003,2269,336103,Otros gastos generales,2000
2010,95300,940003,2269,336104,Comisión Navarra de Seguridad de Instalaciones y Equipamientos Deportivos,3000
2010,92000,950000,1000,231500,Retribuciones de altos cargos,60112
2010,92000,950000,1230,231500,Retribuciones totales fijas de funcionarios,152315
2010,92000,950000,1600,231500,Seguridad social,278855
2010,92000,950000,2120,231500,Conservación y reparación de edificios,633
2010,92000,950000,2150,231500,Conservación y reparación de bienes muebles,1056
2010,92000,950000,2200,231500,Material de oficina,17346
2010,92000,950000,2202,231500,"Prensa, revistas y otras publicaciones",4350
2010,92000,950000,2230,231500,Gastos de transporte,1119
2010,92000,950000,2261,231500,Atenciones protocolarias,1009
2010,92000,950000,2262,231500,Publicidad y propaganda,6525
2010,92000,950000,2266,231500,"Reuniones, conferencias, jornadas y formación",7500
2010,92000,950000,2269,231500,Gastos varios,6786
2010,92000,950000,2271,231500,Contratos de limpieza,26190
2010,92000,950000,2273,231500,Mantenimiento de programas informáticos,1000
2010,92000,950000,2276,231500,Asistencia y trabajos técnicos,38179
2010,92000,950000,2279,231500,Servicio telefónico 012,8699
2010,92000,950000,2280,231500,"Agua, luz y electricidad",13653
2010,92000,950000,2301,231500,Locomoción y gastos de viaje,10570
2010,92000,950000,2400,231500,Edición de libros y publicaciones,13000
2010,92000,950000,4809,231500,Indemnizaciones por responsabilidad civil y patrimonial,12702
2010,92000,950000,6050,231500,Mobiliario de oficina,9000
2010,92000,950000,6060,231500,Equipos para procesos de información,9000
2010,92000,950000,6090,231500,Programas informáticos y web,52500
2010,92200,950001,1230,231500,Retribuciones totales fijas de funcionarios,443896
2010,92200,950001,2276,231500,Promoción de la normativa en materia de familia,16000
2010,92200,950001,2276,231502,Desarrollo de programas y acciones para la promoción de las familias,16000
2010,92200,950001,2279,231502,Servicios de apoyo a la familia: orientación y mediación familiar,331212
2010,92200,950001,2279,231505,Punto de encuentro familiar,629365
2010,92200,950001,4809,231500,Transferencias para becas de formación,12104
2010,92200,950001,4819,231500,Subvención Asociación Río Arriba,36000
2010,92200,950001,4819,231502,Convocatoria de subvenciones en el ámbito de la familia,20000
2010,92210,950001,4809,231500,Apoyo a familias con partos múltiples,217529
2010,92210,950001,4809,231502,Ayudas a familias con cuatro o más hijos,833553
2010,92210,950001,4809,231503,Ayudas a la conciliación,500000
2010,92210,950001,4809,231504,Ayudas por excedencia,2588200
2010,92210,950001,4809,231505,Ayudas a familias por tercer o sucesivos hijos,1836710
2010,92210,950001,4819,231500,Subvención a guarderías infantiles laborales,50500
2010,92210,950001,4819,231506,Casas amigas y otros proyectos para la conciliación,321660
2010,92300,950002,1230,231700,Retribuciones totales fijas de funcionarios,940676
2010,92300,950002,2276,231700,Programa de acogimiento familiar,95756
2010,92300,950002,2279,231702,Actuaciones para el Programa Mena,306784
2010,92300,950002,2279,231703,Asistencias a menores,11564352
2010,92300,950002,2279,231704,Centro de día para menores,288800
2010,92300,950002,2279,231705,Formación y apoyo de familias adoptantes,93305
2010,92300,950002,4809,231700,Atención a jóvenes en situación de dificultad,190036
2010,92300,950002,4809,231702,Prestaciones económicas a familias,824000
2010,92300,950002,4809,231704,Cuotas de niños en centros ajenos,153700
2010,92300,950002,4809,231705,Gastos de tiempo libre,10558
2010,92300,950002,4819,231700,"Fondo 0,7% IRPF. Convocatoria de subvenciones y programa de iniciación profesional",490856
2010,92400,951000,1230,492300,Retribuciones totales fijas de funcionarios,63537
2010,92400,951000,1600,492300,Seguridad social,84075
2010,92400,951000,2269,492300,Gastos varios,1000
2010,92410,951001,1230,492300,Retribuciones totales fijas de funcionarios,350843
2010,92410,951001,2219,492300,"Gastos de adquisición de muestras, análisis y otros",3950
2010,92410,951001,2230,492300,Gastos de transporte y mensajería,2750
2010,92410,951001,2262,492300,"Publicidad, formación y difusión sobre alertas de consumo",22853
2010,92410,951001,2266,492300,"Jornadas, cursos para profesores, muestras de talleres y seminarios",6000
2010,92410,951001,2269,492300,"Asistencias técnicas, hojas de reclamaciones y gastos diversos",107644
2010,92410,951001,2276,492300,"Actividades de formación, información y educación. Ley Foral 7/2006",8500
2010,92410,951001,2300,492300,Dietas,1102
2010,92410,951001,2301,492300,Locomoción y gastos de viaje,9502
2010,92410,951001,4609,492300,Actividades en defensa de los consumidores y usuarios,86520
2010,92410,951001,4809,492300,Transferencias para becas de formación,25920
2010,92410,951001,4819,492300,Actividades en defensa de los consumidores y usuarios,207506
2010,92410,951001,4819,492302,(**) Subvención Aniversario Consumidores Irache,13000
2010,92410,951001,7809,492300,Subvenciones a proyectos escolares,7500
2010,92420,951002,1230,492300,Retribuciones totales fijas de funcionarios,102381
2010,92420,951002,2230,492300,Gastos de transporte y mensajería,9000
2010,92420,951002,2262,492300,Publicidad y propaganda,250
2010,92420,951002,2269,492300,"Presidencia de la Junta Arbitral, asistencias técnicas y gastos diversos",24319
2010,92420,951002,2277,492300,Peritajes y otras pruebas,193
2010,92420,951002,2279,492300,Punto de información al consumidor,103020
2010,92420,951002,2300,492300,Dietas,400
2010,92420,951002,2301,492300,Locomoción y gastos de viaje,4000
2010,92420,951002,2339,492300,Participación en colegios arbitrales,68272
2010,92420,951002,4809,492300,Transferencias para becas de formación,12960
2010,96000,960000,1000,232100,Retribuciones de altos cargos,60112
2010,96000,960000,1230,232100,Retribuciones totales fijas de funcionarios,141189
2010,96000,960000,1600,232100,Seguridad social,251598
2010,96000,960000,2261,232100,Atenciones protocolarias y de representación,1000
2010,96000,960000,2266,232100,"Conferencias, cursos y reuniones",2300
2010,96000,960000,2300,232100,Dietas,1200
2010,96000,960000,2301,232100,Locomoción y gastos de viaje,4000
2010,96100,960000,1000,232100,Retribuciones de altos cargos,53077
2010,96100,960000,1230,232100,Retribuciones totales fijas de funcionarios,58069
2010,96100,960000,1310,232100,Retribuciones del personal contratado temporal,10000
2010,96100,960000,1312,232100,Retribuciones del personal contratado para sustituciones,52777
2010,96100,960000,1313,232100,Retribuciones del personal contratado para cubrir vacantes,1
2010,96100,960000,1702,232100,Horas extraordinarias,800
2010,96100,960000,1703,232100,Remuneración por trabajo en días festivos,32900
2010,96100,960000,1705,232100,Complemento por trabajo en turnos de noche,20000
2010,96100,960000,2020,232100,Arrendamientos,1500
2010,96100,960000,2160,232100,Mantenimiento del hardware,1847
2010,96100,960000,2220,232100,Comunicaciones,25000
2010,96100,960000,2230,232100,Gastos de transporte,750
2010,96100,960000,2264,232100,Gastos de comunidad,15000
2010,96100,960000,2269,232100,Gastos diversos,35000
2010,96100,960000,2271,232100,Limpieza,36000
2010,96100,960000,2273,232100,Soporte de primer nivel,7737
2010,96100,960000,2276,232100,Estudios y trabajos técnicos,6000
2010,96100,960000,2279,232100,Otros trabajos generales,6000
2010,96100,960000,2280,232100,Agua y electricidad,23000
2010,96100,960000,2285,232100,Vestuario,3000
2010,96100,960000,2330,232100,Indemnizaciones por trabajos realizados,1100
2010,96100,960000,4809,232100,Indemnizaciones por responsabilidad patrimonial y ejecución de sentencias,1
2010,96100,960000,6040,232100,Vehículos para transporte de personas,1
2010,96100,960000,6050,232100,"Mobiliario, equipo de oficina y material técnico",10000
2010,96100,960000,6060,232100,Equipos para proceso de información,15000
2010,96100,960000,6090,232100,Aplicaciones informáticas y procesos modernización,15000
2010,96100,960001,2120,232100,Actuaciones en edificios propios,12000
2010,96100,960001,6021,232100,Construcciones y obras propias,150000
2010,96100,960001,6059,232100,Equipamiento de las instalaciones de juventud,60000
2010,96100,960001,7609,232100,Equipamiento juvenil de entidades locales,295600
2010,96100,960001,7609,232104,(**) Actuaciones especiales en instalaciones de juventud de entidades locales,333000
2010,96100,960001,7609,232105,(**) Otras actuaciones en instalaciones de juventud de entidades locales,200000
2010,96100,960001,7609,232106,(**) Subvenciones para adecuación locales para actividades y asociaciones,500000
2010,96100,960001,7819,232100,Equipamiento de entidades juveniles,61500
2010,96100,960002,1230,232100,Retribuciones totales fijas de funcionarios,803659
2010,96100,960002,2212,232100,"Centros de juventud: conservación, mantenimiento y suministros",455000
2010,96100,960002,2269,232100,DIME-Oficina joven. Información juvenil,180000
2010,96100,960002,2269,232102,Acciones transversales: educación sexual y otros,131000
2010,96100,960002,2269,232103,Actividades de educación no formal: ENAJ,132000
2010,96100,960002,2269,232104,Programas de fomento: arte joven y otros,250000
2010,96100,960002,2269,232105,Programas de movilidad juvenil,620000
2010,96100,960002,2269,232106,Organización de espectáculos y eventos,1000
2010,96100,960002,2269,232107,Observatorio joven,100000
2010,96100,960002,2276,232100,Inspección y control de actividades juveniles e infraestructuras,50000
2010,96100,960002,4609,232100,Subvenciones a entidades locales,515000
2010,96100,960002,4809,232100,Becas de formación,110400
2010,96100,960002,4809,232102,Premios Juventud,30000
2010,96100,960002,4819,232100,Subvenciones de programas de asociaciones juveniles,717875
2010,96100,960002,4819,232102,Consejo de la Juventud,170000
2010,96100,960002,4819,232104,Convenio con UGT y CCOO para orientación laboral a jóvenes,110000
2010,A0000,A00000,1000,331100,Retribuciones de altos cargos,75933
2010,A0000,A00000,1100,331100,Retribuciones del personal eventual,116646
2010,A0000,A00000,2120,331100,"Reparación, mantenimiento y conservación de edificios",46000
2010,A0000,A00000,2150,331100,Conservación y reparación de mobiliario y enseres,7500
2010,A0000,A00000,2200,331100,Material de oficina,23000
2010,A0000,A00000,2200,331102,Material diverso,10000
2010,A0000,A00000,2202,331100,"Suscripciones, libros y prensa",6000
2010,A0000,A00000,2220,331100,Comunicaciones postales,47000
2010,A0000,A00000,2230,331100,"Mensajería, reparto y transportes",15000
2010,A0000,A00000,2262,331100,Publicidad y propaganda,12000
2010,A0000,A00000,2266,331100,Inscripción para cursos,500
2010,A0000,A00000,2267,331100,Gastos de oposiciones y otras pruebas de selección,600
2010,A0000,A00000,2269,331100,Gastos diversos del Sr. Consejero,8000
2010,A0000,A00000,2269,331102,Gastos diversos,19900
2010,A0000,A00000,2271,331100,Contratación de servicios de limpieza,110000
2010,A0000,A00000,2273,331100,Mantenimiento de equipos informáticos y soporte de primer nivel,100000
2010,A0000,A00000,2274,331100,Vigilancia y seguridad,38100
2010,A0000,A00000,2276,331100,"Auditorías, estudios e informes",15000
2010,A0000,A00000,2280,331100,Luz y agua,25000
2010,A0000,A00000,2281,331100,Calefacción,13000
