2012,P0000,P01001,4450,911200,Transferencias corrientes del Gobierno de Navarra,12050532
2012,95400,940001,7819,336102,"Recuperación, marcaje y mejora de los senderos de montaña",51394
2012,95100,940002,1000,336100,Retribuciones de altos cargos,50500
2012,95100,940002,1200,336100,Retribuciones del personal fijo,320367
2012,95100,940002,1210,336100,Retribuciones del personal contratado para cubrir plazas reservadas,58850
2012,95100,940002,1211,336100,Retribuciones del personal contratado para cubrir vacantes,79415
2012,95100,940002,2212,336100,Centros de deporte,1100000
2012,95100,940002,2269,336100,Actividades propias para la práctica deportiva,378
2012,95100,940002,2269,336103,Contrato de etapas de la Vuelta Ciclista a España 2012,500000
2012,95100,940002,2269,336104,Acuerdo sociodeportivo con Osasuna para la promoción institucional,1400000
2012,95100,940002,4809,336100,Ayudas a la actividad y al fomento del deporte,35000
2012,95100,940002,6059,336100,Equipamiento de las instalaciones de deporte,35000
2012,95110,940002,1200,336100,Retribuciones del personal fijo,178387
2012,95110,940002,1210,336100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,95110,940002,1211,336100,Retribuciones del personal contratado para cubrir vacantes,1
2012,95110,940002,2269,336100,Actividades propias del deporte,120000
2012,95110,940002,2269,336102,Juegos Deportivos de Navarra,1140000
2012,95110,940002,4609,336100,Ayudas para actividades deportivas de entidades locales,257500
2012,95110,940002,4609,336102,Campaña escolar de esquí con los Ayuntamientos de Isaba y Ochagavía,705000
2012,95110,940002,4609,336103,Campaña escolar de patinaje sobre hielo. Ayuntamiento de Huarte,20000
2012,95110,940002,4609,336104,Campaña escolar en la naturaleza con el Consorcio Turístico de Bértiz,147000
2012,95110,940002,4811,336100,Programa de deporte escolar,120000
2012,95110,940002,4819,336100,(**) Campaña escolar de vela. Federación Navarra de Vela,190000
2012,95110,940002,4819,336102,Convenio con AEDONA,145000
2012,95110,940002,4819,336104,Fundación para el remonte,20000
2012,95110,940002,4819,336107,Voluntariado Deportivo (ASVONA),5000
2012,95110,940002,4819,336108,Ente de Promoción Deportiva Trofeo Boscos,35000
2012,95120,940002,1200,336100,Retribuciones del personal fijo,202755
2012,95120,940002,1210,336100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,95120,940002,1211,336100,Retribuciones del personal contratado para cubrir vacantes,1
2012,95120,940002,2269,336100,Actividades propias para la cooperación deportiva,330000
2012,95120,940002,2269,336103,Intercambios deportivos,14000
2012,95120,940002,4400,336100,Transferencias a Navarra Deporte y Ocio,345000
2012,95120,940002,4819,336100,Subvenciones a federaciones y centros de tecnificación,2532000
2012,95120,940002,4819,336102,Fundación Miguel Induráin,280000
2012,95120,940002,4819,336103,Acuerdo de colaboración con FIPV (Federación Internacional de Pelota Vasca),65000
2012,95120,940002,4819,336104,Ordenación del fútbol base de Navarra,185000
2012,95120,940002,4819,336105,Unión Ciclista Navarra,130000
2012,95120,940002,4819,336106,Indumentaria de las selecciones deportivas de Navarra,50000
2012,95120,940002,4819,336108,Apoyo a la organización de acontecimientos deportivos,230000
2012,95120,940002,4819,336109,Entidades deportivas. Acuerdos y ayudas,3201500
2012,95120,940002,7819,336100,Equipamiento de las federaciones deportivas,30000
2012,95130,940002,1200,336100,Retribuciones del personal fijo,203070
2012,95130,940002,1210,336100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,95130,940002,1211,336100,Retribuciones del personal contratado para cubrir vacantes,35870
2012,95130,940002,2269,336100,Atención médica a deportistas,113300
2012,95130,940002,2269,336102,Actividades propias de formación e investigación,61750
2012,95130,940002,2279,336100,Formación de monitores deportivos y directivos de clubes,50000
2012,95130,940002,4809,336100,Becas para la investigación deportiva,33500
2012,95130,940002,6057,336100,Equipos médicos,5400
2012,96000,960000,1000,232100,Retribuciones de altos cargos,55303
2012,96000,960000,1200,232100,Retribuciones del personal fijo,127734
2012,96000,960000,1210,232100,Retribuciones del personal contratado para cubrir plazas reservadas,13010
2012,96000,960000,1211,232100,Retribuciones del personal contratado para cubrir vacantes,39955
2012,96000,960000,1220,232100,Retribuciones del personal contratado temporal,1
2012,96000,960000,1250,232100,Retribuciones del personal contratado para sustituciones,18900
2012,96000,960000,1400,232100,Retribuciones personales,176650
2012,96000,960000,1600,232100,Seguridad social,243356
2012,96000,960000,1702,232100,Horas extraordinarias,100
2012,96000,960000,1703,232100,Remuneración por trabajo en días festivos,20274
2012,96000,960000,1705,232100,Complemento por trabajo en turnos de noche,12600
2012,96000,960000,2261,232100,Atenciones protocolarias y de representación,1000
2012,96000,960000,2266,232100,"Conferencias, cursos y reuniones",1500
2012,96000,960000,2300,232100,Dietas,1200
2012,96000,960000,2301,232100,Locomoción y gastos de viaje,6000
2012,96010,960000,2020,232100,Arrendamientos,10
2012,96010,960000,2160,232100,Mantenimiento del hardware,1957
2012,96010,960000,2220,232100,Comunicaciones,19000
2012,96010,960000,2230,232100,Gastos de transporte,10
2012,96010,960000,2264,232100,Gastos de comunidad,14000
2012,96010,960000,2269,232100,Gastos diversos,25000
2012,96010,960000,2271,232100,Limpieza,38368
2012,96010,960000,2273,232100,Soporte de primer nivel,8199
2012,96010,960000,2273,232102,Servicios informáticos,2500
2012,96010,960000,2276,232100,Estudios y trabajos técnicos,4500
2012,96010,960000,2279,232100,Otros trabajos generales,6000
2012,96010,960000,2280,232100,Agua y electricidad,15000
2012,96010,960000,2285,232100,Vestuario,498
2012,96010,960000,2330,232100,Indemnizaciones por trabajos realizados,10
2012,96010,960000,4809,232100,Indemnizaciones por responsabilidad patrimonial y ejecución de sentencias,10
2012,96010,960000,6040,232100,Vehículos para transporte de personas,10
2012,96010,960000,6050,232100,"Mobiliario, equipo de oficina y material técnico",2000
2012,96010,960000,6060,232100,Equipos para proceso de información,2000
2012,96010,960000,6090,232100,Aplicaciones informáticas y procesos modernización,30000
2012,96010,960001,2120,232100,Actuaciones en edificios propios,8557
2012,96010,960001,6021,232100,Construcciones y obras propias,50000
2012,96010,960001,6059,232100,Equipamiento de las instalaciones de juventud,30000
2012,96000,960002,1200,232100,Retribuciones del personal fijo,485805
2012,96000,960002,1210,232100,Retribuciones del personal contratado para cubrir plazas reservadas,18487
2012,96000,960002,1211,232100,Retribuciones del personal contratado para cubrir vacantes,74982
2012,96020,960002,2269,232100,DIME-Oficina joven. Información y asesoramiento juvenil,164800
2012,96020,960002,2269,232102,Acciones transversales,110000
2012,96020,960002,2269,232103,Actividades de educación no formal: ENAJ,50000
2012,96020,960002,2269,232107,Observatorio joven,50000
2012,96020,960002,2276,232100,Inspección y control de actividades juveniles e infraestructuras,10
2012,96020,960002,4809,232100,Becas de formación,80000
2012,96020,960002,4809,232102,Premios Juventud,2000
2012,96020,960002,4819,232100,Plan Empleo. Convenio UGT y CCOO para orientación laboral a jóvenes,110000
2012,96020,960002,4819,232104,Convenio UGT y CCOO para orientación laboral a jóvenes aplazamiento,110000
2012,96030,960002,2212,232100,"Centros de juventud: conservación, mantenimiento y suministros",400000
2012,96030,960002,2269,232104,"Programas de fomento: arte joven, solidaridad, consumo y otros",125000
2012,96030,960002,2269,232105,Programas de movilidad juvenil,100000
2012,96030,960002,2269,232106,Organización de espectáculos y eventos,10
2012,96030,960002,4609,232100,Subvenciones a entidades locales,400000
2012,96030,960002,4809,232103,Apoyo a la promoción y creatividad de los jóvenes,48000
2012,96030,960002,4819,232100,Subvenciones de programas de asociaciones juveniles,500000
2012,96030,960002,4819,232102,Consejo de la Juventud,170000
2012,96030,960002,7609,232100,Equipamiento juvenil de entidades locales,92450
2012,96030,960002,7609,232104,Instalaciones de juventud en entidades locales,10
2012,96030,960002,7819,232100,Equipamiento de entidades juveniles,10
2012,A0001,A00001,1000,912100,Retribuciones de altos cargos,124658
2012,A0001,A00001,1100,912100,Retribuciones del personal eventual,147832
2012,A0001,A00001,1200,912100,Retribuciones del personal fijo,1
2012,A0001,A00001,1210,912100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A0001,A00001,1211,912100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A0001,A00001,2202,912100,"Prensa, revistas, libros y otras publicaciones",6000
2012,A0001,A00001,2261,912100,Gastos diversos de la Sra. Presidenta,10000
2012,A0001,A00001,2301,912100,Gastos de viaje de la Sra. Presidenta y Gabinete,14600
2012,A0002,A00002,1000,331100,Retribuciones de altos cargos,64544
2012,A0002,A00002,1100,331100,Retribuciones del personal eventual,137118
2012,A0002,A00002,1200,331100,Retribuciones del personal fijo,1
2012,A0002,A00002,1210,331100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A0002,A00002,1211,331100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A0002,A00002,2120,331100,"Reparación, mantenimiento y conservación de edificios",16000
2012,A0002,A00002,2150,331100,Conservación y reparación de mobiliario y enseres,12000
2012,A0002,A00002,2200,331100,Material de oficina,10000
2012,A0002,A00002,2200,331102,Material diverso,6000
2012,A0002,A00002,2202,331100,"Suscripciones, libros y prensa",4000
2012,A0002,A00002,2220,331100,Comunicaciones postales,40000
2012,A0002,A00002,2230,331100,"Mensajería, reparto y transportes",3700
2012,A0002,A00002,2262,331100,Publicidad y propaganda,6000
2012,A0002,A00002,2266,331100,Inscripción para cursos,436
2012,A0002,A00002,2267,331100,Gastos de oposiciones y otras pruebas de selección,700
2012,A0002,A00002,2269,331100,Gastos diversos del Sr. Consejero y Gabinete,5200
2012,A0002,A00002,2269,331102,Gastos diversos,24500
2012,A0002,A00002,2271,331100,Contratación de servicios de limpieza,103000
2012,A0002,A00002,2273,331100,Servicios informáticos. Asistencia técnica primer nivel,131820
2012,A0002,A00002,2276,331100,"Auditorías, estudios e informes",5000
2012,A0002,A00002,2280,331100,Luz y agua,26000
2012,A0002,A00002,2281,331100,Calefacción,12000
2012,A0002,A00002,2285,331100,Vestuario,1400
2012,A0002,A00002,2300,331100,Dietas,1000
2012,A0002,A00002,2301,331100,Gastos de viaje del Sr. Consejero y Gabinete,6000
2012,A0002,A00002,2301,331102,Locomoción y gastos de viaje,2000
2012,A0002,A00002,2339,331100,Consejo Navarro de Cultura,12000
2012,A0002,A00002,6020,331100,Acondicionamiento del Departamento,7000
2012,A0002,A00002,6050,331100,Mobiliario y equipamiento,10000
2012,A0002,A00002,6054,331100,Material técnico,3000
2012,A0002,A00002,6060,331100,Equipos infomáticos,9200
2012,A0100,A00002,1200,331100,Retribuciones del personal fijo,484585
2012,A0100,A00002,1210,331100,Retribuciones del personal contratado para cubrir plazas reservadas,28354
2012,A0100,A00002,1211,331100,Retribuciones del personal contratado para cubrir vacantes,19517
2012,A0100,A00002,1220,331100,Retribuciones del personal contratado temporal,91436
2012,A0100,A00002,1250,331100,Retribuciones del personal contratado para sustituciones,48798
2012,A0100,A00002,1400,331100,Retribuciones personales,1702016
2012,A0100,A00002,1600,331100,Seguridad social,2241030
2012,A0100,A00002,1702,331100,Horas extraordinarias,31640
2012,A0100,A00002,1703,331100,Remuneración por trabajo en días festivos,27200
2012,A0100,A00002,2061,331100,Licencia programa Extra,22340
2012,A0100,A00002,4809,331100,Indemnizaciones por responsabilidad patrimonial,10
2012,A0100,A00002,4809,331102,Ejecución de sentencias,10
2012,A0100,A00002,6090,331100,Programas informáticos,1000
2012,A1000,A10000,1000,432100,Retribuciones de altos cargos,55303
2012,A1000,A10000,1200,432100,Retribuciones del personal fijo,23325
2012,A1000,A10000,1210,432100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A1000,A10000,1211,432100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A1000,A10000,2269,432100,Gastos diversos,1500
2012,A1000,A10000,2301,432100,Locomoción y gastos de viaje,1500
2012,A1100,A10001,1200,432300,Retribuciones del personal fijo,443830
2012,A1100,A10001,1210,432300,Retribuciones del personal contratado para cubrir plazas reservadas,45217
2012,A1100,A10001,1211,432300,Retribuciones del personal contratado para cubrir vacantes,22266
2012,A1100,A10001,2100,432300,Mantenimiento del entorno de Javier,67000
2012,A1100,A10001,2140,432300,Gastos de mantenimiento de vehículos,8100
2012,A1100,A10001,2212,432300,Gastos de funcionamiento,60000
2012,A1100,A10001,2300,432300,Dietas,2800
2012,A1100,A10001,2301,432300,Locomoción y gastos de viaje,5300
2012,A1100,A10001,4800,432300,Transferencias corrientes para alumnos en prácticas,24500
2012,A1100,A10001,4809,432300,Visitas gratuitas y descuentos en actividades turísticas (ADPT),900000
2012,A1110,A10001,2266,432300,Actividades de formación para la profesionalización del sector turístico,70000
2012,A1110,A10001,6021,432300,Inversiones en infraestructuras turísticas,25000
2012,A1130,A10001,2273,432300,Asistencia técnica,30000
2012,A1130,A10001,4609,432300,Ayudas a entes locales y consorcios para actuaciones turísticas (PDPT),250000
2012,A1130,A10001,4609,432304,Ayudas a consorcios para la gestión turística (ADPT),120000
2012,A1130,A10001,4709,432300,Ayudas a la iniciativa privada para promoción (PMT),200000
2012,A1130,A10001,4709,432302,Ayudas a pymes para la obtención de la Q de calidad (ADPT),30000
2012,A1130,A10001,4819,432300,Ayudas a asociaciones para calidad y actuaciones turísticas (ADPT),350000
2012,A1130,A10001,7609,432300,Fábrica de Armas de Orbaitzeta. Plan de Turismo Cultural,105200
2012,A1130,A10001,7609,432302,Convenio con entidades locales para desarrollo de productos turísticos (PDPT),105400
2012,A1130,A10001,7709,432300,Transferencias a la iniciativa privada para mejora y renovación de la oferta turística (ADPT),580000
2012,A1130,A10001,7709,432304,Transferencias a la iniciativa privada para creación de producto turístico. FEDER (ADPT),119644
2012,A1130,A10001,7819,432300,Ayudas a proyectos de innovación de la A.E.I. (ADPT),25000
2012,A1130,A10001,7819,432302,Inversiones en edificios de interés histórico-turístico. Plan de Turismo Cultural,447400
2012,A1200,A10002,1200,432100,Retribuciones del personal fijo,566461
2012,A1200,A10002,1210,432100,Retribuciones del personal contratado para cubrir plazas reservadas,30145
2012,A1200,A10002,1211,432100,Retribuciones del personal contratado para cubrir vacantes,22266
2012,A1200,A10002,2020,432300,Alquiler de locales,9500
2012,A1200,A10002,2212,432300,Gastos de funcionamiento de infraestructuras propias,510000
2012,A1200,A10002,2262,432102,Programa de Comunicación y promoción turística (PMT),250000
2012,A1200,A10002,2273,432100,Gestión técnica arquitectura Portal de Turismo (PMT),56000
2012,A1200,A10002,2300,432300,Dietas,6300
2012,A1200,A10002,2301,432300,Locomoción y gastos de viaje,30000
2012,A1200,A10002,4709,432302,Transferencias para participación en Convention Bureau,60000
2012,A1200,A10002,4800,432300,Transferencias corrientes para alumnos en prácticas,60710
2012,A1200,A10002,6089,432300,Inversiones en soportes turísticos,20000
2012,A1210,A10002,2262,432100,Programa de Publicidad y difusión (PMT),1000000
2012,A1210,A10002,2262,432105,Plan de apoyo a la comercialización turística nacional e internacional (PMT),180000
2012,A1210,A10002,2269,432100,Programa de presentaciones en ferias y mercados (PMT),450000
2012,A1210,A10002,2269,432102,Plan de promoción del turismo gastronómico (PMT),101400
2012,A1210,A10002,2269,432103,Plan especial de Sanfermines (PMT),75000
2012,A1210,A10002,2273,432100,Programa web de turismo (PMT),150000
2012,A1210,A10002,2276,432100,Observatorio turístico y revisión PMT y PDPT,55000
2012,A1210,A10002,2400,432300,Programa de publicaciones (PMT),100000
2012,A1210,A10002,4709,432103,Acciones de comunicación. Plan de promoción del turismo gastronómico (PMT),26000
2012,A1210,A10002,4709,432104,Acciones para alta cocina. Plan de promoción del turismo gastronómico (PMT),25000
2012,A1210,A10002,4709,432105,Apoyo a la celebración de congresos,25000
2012,A1210,A10002,4709,432303,Programa de central de reservas on line (PMT),40000
2012,A1230,A10002,2262,432300,Programa de dinamización de desarrollo de productos turísticos (PDPT),140200
2012,A1230,A10002,2269,432300,Promoción planes Camino de Santiago y Turismo Cultural,75000
2012,A1230,A10002,2269,432302,Red de centros de interés turístico,9000
2012,A1230,A10002,2269,432303,Programa Clubes de Productos (PDPT),55000
2012,A1230,A10002,4609,432300,Convenios de iniciativa pública. Sistema de información turística,72000
2012,A1230,A10002,4609,432302,Programa puntos de información turística locales (PMT),25000
2012,A1230,A10002,4819,432300,Plan de Turismo Cultural (PDPT),50000
2012,A1230,A10002,6021,432300,Plan Integral del Camino de Santiago (PDPT),100000
2012,A1230,A10002,6031,432300,Inversiones en infraestructuras turísticas,30000
2012,A1230,A10002,6031,432302,Inversiones en Red de Oficinas de Turismo (PDPT),20000
2012,A1230,A10002,6055,432300,Programa de señalización turística (PDPT),150000
2012,A1230,A10002,6059,432300,Rutas e inversiones en desarrollo turístico (PDPT),90000
2012,A1230,A10002,7609,432300,Convenios para el desarrollo de productos turísticos (PDPT),1160000
2012,A1140,A10003,2269,431400,Programa de información y promoción (PMC),102000
2012,A1140,A10003,2269,431402,Gastos para acciones de fomento de la artesanía,15000
2012,A1140,A10003,2269,431403,Otros gastos de funcionamiento,1000
2012,A1140,A10003,2273,431400,Asistencia técnica para desarrollo de productos comerciales,4800
2012,A1140,A10003,2276,431400,Observatorio de comercio y otras asistencias técnicas (PMC),36000
2012,A1140,A10003,2300,431402,Dietas,300
2012,A1140,A10003,2301,431400,Locomoción y gastos de viaje,3000
2012,A1140,A10003,4400,431400,Convenio con instituciones para mejora de la competitividad (PMC programa 1),125000
2012,A1140,A10003,4701,431400,Programa de apoyo a nuevos emprendedores en el comercio (PMC programa 7),150000
2012,A1140,A10003,4709,431400,Acciones de promoción y formación de la artesanía navarra,36500
2012,A1140,A10003,4709,431402,Programa de mejora de la competitividad a través de la innovación (PMC programa 1),20000
2012,A1140,A10003,4709,431403,Fomento y gestión de colectivos (PMC programa 2),40000
2012,A1140,A10003,4819,431400,Fomento y gestión de colectivos (PMC programa 2),500000
2012,A1140,A10003,4819,431402,Actividades de formación (PMC programa 3),30600
2012,A1140,A10003,4819,431403,Fomento y gestión de mercados municipales (PMC programa 2),25000
2012,A1140,A10003,4819,431406,Dinamización del sector comercial (PMC programa 2),200000
2012,A1140,A10003,7609,431400,Transferencias a entidades locales para proyectos de urbanismo comercial (PMC programa 4),300000
2012,A1140,A10003,7701,431400,Transferencias para financiar inversiones de empresas artesanas,36500
2012,A1140,A10003,7701,431402,Mejora de la competitividad del comercio minorista (PMC programa 1),1000000
2012,A1140,A10003,7701,431403,Apoyo a nuevos emprendedores en el comercio (PMC programa 7),150000
2012,A1140,A10003,7819,431400,Apoyo a colectivos comerciales para inversiones (PMC programa 2),50000
2012,A2000,A20000,1000,334100,Retribuciones de altos cargos,55303
2012,A2000,A20000,1200,334100,Retribuciones del personal fijo,106586
2012,A2000,A20000,1210,334100,Retribuciones del personal contratado para cubrir plazas reservadas,35870
2012,A2000,A20000,1211,334100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A2000,A20000,2266,334102,"Gastos de organización de concursos, encuentros y otros actos",155400
2012,A2000,A20000,2269,334100,Gastos diversos,17500
2012,A2000,A20000,2300,334100,Dietas,3700
2012,A2000,A20000,2301,334100,Locomoción y gastos de viaje,70000
2012,A2000,A20000,4809,334100,Premio Príncipe de Viana,40000
2012,A2100,A20001,1200,337100,Retribuciones del personal fijo,554112
2012,A2100,A20001,1210,337100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A2100,A20001,1211,337100,Retribuciones del personal contratado para cubrir vacantes,19723
2012,A2100,A20001,2020,337100,Arrendamiento de edificios,33100
2012,A2100,A20001,2120,337100,Mantenimiento y material fungible,2900
2012,A2100,A20001,2200,337100,Material oficina,2000
2012,A2100,A20001,2202,337100,Adquisición de libros,3500
2012,A2100,A20001,2269,337102,Gastos diversos,5000
2012,A2100,A20001,2271,337100,Limpieza de locales,6000
2012,A2100,A20001,2280,337100,Luz y agua,16000
2012,A2100,A20001,4300,337100,Fundación para la Conservación del Patrimonio Histórico de Navarra,112500
2012,A2110,A20001,2269,337100,Conservación patrimonio fotográfico,10000
2012,A2110,A20001,2276,337100,Estudios y documentación,20000
2012,A2110,A20001,2276,337102,Elaboración de planes directores de patrimonio histórico,53500
2012,A2110,A20001,6021,337100,"Conservación, restauración y adecuación de monumentos del Gobierno de Navarra",1227700
2012,A2110,A20001,6060,337100,Aplicación informática para el inventario de arquitectura,50000
2012,A2110,A20001,6090,337100,Inventario de arquitectura,45000
2012,A2110,A20001,7819,337100,Restauración y protección de edificios histórico-artísticos,4286500
2012,A2120,A20001,2140,337400,Repercusión gastos mantenimiento vehículos,2000
2012,A2120,A20001,2269,337400,Campañas arqueológicas propias y mantenimiento de yacimientos,128700
2012,A2120,A20001,6020,337103,Adecuación del almacén de arqueología,21400
2012,A2120,A20001,6060,337100,Aplicación informática del patrimonio arqueológico,52000
2012,A2120,A20001,6090,337100,Inventario del patrimonio arqueológico,70700
2012,A2120,A20001,7819,337100,Musealización de yacimientos,81800
2012,A2130,A20001,1200,337100,Retribuciones del personal fijo,76291
2012,A2130,A20001,1210,337100,Retribuciones del personal contratado para cubrir plazas reservadas,1
2012,A2130,A20001,1211,337100,Retribuciones del personal contratado para cubrir vacantes,35870
2012,A2130,A20001,6090,337103,Gastos para la implantación del Registro del Patrimonio Cultural,15000
2012,A2130,A20001,7819,337100,Restauración y protección del patrimonio mobiliario,150000
2012,A2010,A20002,2269,334100,Edición de publicaciones y campañas de promoción y difusión,100000
2012,A2010,A20002,2276,334100,Plan Estratégico de la Cultura de Navarra,70200
2012,A2010,A20002,6089,334100,Centro de documentación e información,1500
2012,A2500,A20002,1200,334100,Retribuciones del personal fijo,403429
2012,A2500,A20002,1210,334100,Retribuciones del personal contratado para cubrir plazas reservadas,91256
2012,A2500,A20002,1211,334100,Retribuciones del personal contratado para cubrir vacantes,1
2012,A2500,A20002,2200,335200,Material de oficina,2900
2012,A2500,A20002,2230,335200,"Mensajería, reparto y transportes",7400
2012,A2500,A20002,2269,334100,Gastos diversos,17500
2012,A2510,A20002,2279,334100,Programas propios de promoción y cooperación cultural,1498500
2012,A2510,A20002,2279,334102,Programas propios 2011,85700
2012,A2510,A20002,4300,334100,Programaciones artísticas de la Fundación Baluarte,1005000
2012,A2510,A20002,4409,335200,Convenio con la Entidad Pública Empresarial Local Castel Ruiz 2011,40000
2012,A2510,A20002,4609,334100,Ayudas a acciones culturales en ayuntamientos,895000
2012,A2510,A20002,4609,334102,Ayudas a acciones culturales en ayuntamientos 2011,324000
2012,A2510,A20002,7609,334100,Construcción y equipamiento de casas de cultura y centros cívicos,2299500
2012,A2520,A20002,2269,335100,Concursos internacionales de interpretación musical Julián Gayarre y Pablo Sarasate 2011,40000
2012,A2520,A20002,2269,335102,Programas de apoyo a la mejora de las competencias artísticas,110000
2012,A2520,A20002,4300,335200,"Fundación INAAC, Instituto Navarro de las Artes Audiovisuales y de la Cinematografía",900000
2012,A2520,A20002,4709,334100,Ayudas para producciones escénicas a empresas y profesionales,90000
2012,A2520,A20002,4709,334104,Ayudas para montajes escénicos a empresas y profesionales 2011,7200
2012,A2520,A20002,4809,331100,Premios,40700
2012,A2520,A20002,4809,334100,Ayudas para proyectos de artes plásticas 2011,4800
2012,A2520,A20002,4809,334102,Ayudas para la formación artística,340000
2012,A2520,A20002,4809,334103,Ayudas para proyectos de artes plásticas y visuales,55200
2012,A2520,A20002,4809,334104,Convenios con entidades para la difusión cultural,160100
2012,A2520,A20002,4816,334100,Formación de gestores culturales. Convenio con Asociación Profesionales de la Gestión Cultural de Navarra (APGCNA),10000
2012,A2520,A20002,4816,334102,Convenios con entidades artísticas y culturales,1441300
2012,A2520,A20002,4816,335100,Convenios con entidades artísticas y culturales 2011,418800
2012,A2520,A20002,4816,335102,Convenio con el Orfeón Pamplonés,300000
2012,A2520,A20002,4816,335103,Convenio con la Fundación Pablo Sarasate,3700000
2012,A2520,A20002,4819,332200,"Convenio con IPES, Instituto Promoción Estudios Sociales 2011",6400
2012,A2520,A20002,4819,332202,(**) Convenio con IPES para mantener el centro de documentación,10000
2012,A2300,A20003,1200,333100,Retribuciones del personal fijo,607130
2012,A2300,A20003,1210,333100,Retribuciones del personal contratado para cubrir plazas reservadas,19517
2012,A2300,A20003,1211,333100,Retribuciones del personal contratado para cubrir vacantes,207416
2012,A2300,A20003,2120,333100,"Reparación, mantenimiento y conservación de edificios",70000
2012,A2300,A20003,2160,333100,Mantenimiento de aplicaciones informáticas,5000
2012,A2300,A20003,2190,333100,Conservación y reparación de mobiliario y enseres,4500
2012,A2300,A20003,2190,333102,Gastos de conservación y mantenimiento de colecciones en museos,25000
2012,A2300,A20003,2200,333100,Material de oficina,4000
2012,A2300,A20003,2200,333102,Material diverso,3600
2012,A2300,A20003,2230,333100,"Mensajería, reparto y transportes",1000
2012,A2300,A20003,2262,333100,Acciones de promoción de museos,51000
2012,A2300,A20003,2266,331100,Formación en el ámbito museístico,5000
2012,A2300,A20003,2269,333100,Gastos de exposiciones,125000
2012,A2300,A20003,2269,333102,Acciones culturales en museos propios y boletín informativo,20000
2012,A2300,A20003,2269,333103,Gastos diversos,6000
2012,A2300,A20003,2271,333100,Contratación de servicios de limpieza,90000
2012,A2300,A20003,2274,333100,Servicios de vigilancia y seguridad,575000
2012,A2300,A20003,2280,333100,Luz y agua,50000
2012,A2300,A20003,2281,333100,Calefacción,45000
2012,A2300,A20003,2284,333100,Material de limpieza,2000
2012,A2300,A20003,6050,333100,Mobiliario y equipamiento,1000
2012,A2300,A20003,6054,333100,Material técnico y suministros de restauración,1000
2012,A2300,A20003,6056,333102,Restauración de bienes muebles de museos propios,5000
2012,A2300,A20003,6060,333100,Informatización del Servicio de Museos,25000
2012,A2300,A20003,6081,333100,Adquisición de fondos editoriales,1000
2012,A2300,A20003,6090,333100,Aplicaciones informáticas,5000
2012,A2300,A20003,6090,333102,"Inventario, catalogación y digitalización de fondos",46000
2012,A2310,A20003,2020,333100,Arrendamiento de edificios,137000
2012,A2310,A20003,2050,333100,Arrendamiento de bienes muebles,106500
2012,A2310,A20003,2262,333102,Actividad y difusión del Museo Etnológico Julio Caro Baroja,5000
2012,A2310,A20003,2269,333100,Actividades pedagógicas en el Museo del Carlismo,8200
2012,A2310,A20003,4300,331100,Convenio con el Museo Gayarre,10000
2012,A2310,A20003,4455,322300,Convenio UPNA: Cátedra Jorge Oteiza,120000
2012,A2310,A20003,4609,333100,Convenio con el Museo Gustavo de Maeztu,10000
2012,A2310,A20003,4609,333102,Convenio con el Museo Muñoz Sola de Arte Moderno,10000
2012,A2310,A20003,4809,333100,Ayuda a la investigación sobre el carlismo,4500
2012,A2310,A20003,4816,333100,Ayudas a museos y colecciones museográficas permanentes,102000
2012,A2310,A20003,4819,333100,Centro de Arte Contemporáneo de Huarte. Gastos de funcionamiento,407000
2012,A2310,A20003,4819,333102,Casa-Museo de la Fundación Oteiza. Gastos de funcionamiento,1036000
2012,A2310,A20003,7816,333100,Ayudas a museos y colecciones museográficas permanentes,55000
2012,A2310,A20003,7819,333102,Casa-Museo de la Fundación Oteiza. Inversiones,14800
2012,A2320,A20003,2230,333100,Ordenación y traslado de fondos del Museo de Navarra,4000
2012,A2320,A20003,2269,333103,Actividades pedagógicas en el Museo de Navarra,15000
2012,A2320,A20003,4800,333100,Becarios,20400
2012,A2400,A21001,1200,332200,Retribuciones del personal fijo,2333868
2012,A2400,A21001,1210,332200,Retribuciones del personal contratado para cubrir plazas reservadas,174393
2012,A2400,A21001,1211,332200,Retribuciones del personal contratado para cubrir vacantes,458284
2012,A2400,A21001,2061,332200,Alquiler y mantenimiento de programas y licencias informáticos,60000
2012,A2400,A21001,2120,332200,"Reparación, mantenimiento y conservación de edificios",200000
2012,A2400,A21001,2190,332200,Conservación y reparación de mobiliario y enseres,5000
2012,A2400,A21001,2200,332200,Material de oficina,30000
2012,A2400,A21001,2200,332202,Material diverso,5000
2012,A2400,A21001,2224,332200,Funcionamiento de líneas ADSL en bibliotecas,120000
2012,A2400,A21001,2230,332200,Envíos a bibliotecas públicas y depósitos bibliográficos,12000
2012,A2400,A21001,2266,332200,Formación del personal bibliotecario,6000
